[OK] 969842: 		969842-4 == algorithm 'mod11_reverse_impl2'
[FAIL] 338064: 		comparison fail, 0 != 9 === algorithm 'mod11_reverse_impl2' 
[FAIL] 346330: 		comparison fail, 2 != 4 === algorithm 'mod11_reverse_impl2' 
[FAIL] 668170: 		comparison fail, 1 != 4 === algorithm 'mod11_reverse_impl2' 
[FAIL] 283057: 		comparison fail, 2 != 8 === algorithm 'mod11_reverse_impl2' 
[FAIL] 1122238: 		comparison fail, 1 != 7 === algorithm 'mod11_reverse_impl2' 
[FAIL] 684952: 		comparison fail, 2 != 5 === algorithm 'mod11_reverse_impl2' 
[FAIL] 354062: 		comparison fail, 1 != 2 === algorithm 'mod11_reverse_impl2' 
[FAIL] 839816: 		comparison fail, 5 != 6 === algorithm 'mod11_reverse_impl2' 
[FAIL] 259723: 		comparison fail, 9 != 5 === algorithm 'mod11_reverse_impl2' 
[FAIL] 337125: 		comparison fail, 4 != 9 === algorithm 'mod11_reverse_impl2' 
[FAIL] 1020081: 		comparison fail, 3 != 4 === algorithm 'mod11_reverse_impl2' 
[FAIL] 306004: 		comparison fail, 8 != 3 === algorithm 'mod11_reverse_impl2' 
[FAIL] 1036360: 		comparison fail, 6 != 4 === algorithm 'mod11_reverse_impl2' 
[FAIL] 238764: 		comparison fail, 0 != 5 === algorithm 'mod11_reverse_impl2' 
[FAIL] 286872: 		comparison fail, 6 != 7 === algorithm 'mod11_reverse_impl2' 
[FAIL] 80689326: 		comparison fail, 6 != 5 === algorithm 'mod11_reverse_impl2' 
[FAIL] 831178: 		comparison fail, 0 != 9 === algorithm 'mod11_reverse_impl2' 
[FAIL] 115963: 		comparison fail, 5 != 1 === algorithm 'mod11_reverse_impl2' 
[FAIL] 38624: 		comparison fail, 0 != 3 === algorithm 'mod11_reverse_impl2' 
[FAIL] 30432: 		comparison fail, 6 != 8 === algorithm 'mod11_reverse_impl2' 
[FAIL] 9410: 		comparison fail, 0 != 2 === algorithm 'mod11_reverse_impl2' 
[FAIL] 299920: 		comparison fail, 8 != 1 === algorithm 'mod11_reverse_impl2' 
[FAIL] 109560: 		comparison fail, 0 != 3 === algorithm 'mod11_reverse_impl2' 
[FAIL] 125139: 		comparison fail, 7 != 6 === algorithm 'mod11_reverse_impl2' 
[FAIL] 52308: 		comparison fail, 1 != 4 === algorithm 'mod11_reverse_impl2' 
[FAIL] 125429: 		comparison fail, 9 != 1 === algorithm 'mod11_reverse_impl2' 
[FAIL] 63734: 		comparison fail, 0 != 8 === algorithm 'mod11_reverse_impl2' 
[FAIL] 133652: 		comparison fail, 2 != 8 === algorithm 'mod11_reverse_impl2' 
[FAIL] 122670: 		comparison fail, 0 != 3 === algorithm 'mod11_reverse_impl2' 
[FAIL] 109778: 		comparison fail, 5 != 1 === algorithm 'mod11_reverse_impl2' 
===== mod11_reverse_impl2 result =====
acertos = 5

[FAIL] 252244: 		comparison fail, 7 != 9 === algorithm 'mod10_impl1' 
[FAIL] 925507: 		comparison fail, 2 != 6 === algorithm 'mod10_impl1' 
[FAIL] 319195: 		comparison fail, 9 != 4 === algorithm 'mod10_impl1' 
[FAIL] 149833: 		comparison fail, 1 != 6 === algorithm 'mod10_impl1' 
